Pclass,Age,SibSp,Parch,Fare,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Cabin_any,Sex_male,Embarked_Q,Embarked_S,PassengerId,Survived
3,16.0,0,0,9.2167,0,0,1,0,0,1,0,1,139,0
1,24.0,0,0,79.2,0,0,1,0,1,1,0,0,140,0
3,20.2915,0,2,15.2458,0,0,0,1,0,0,0,0,141,0
3,22.0,0,0,7.75,0,1,0,0,0,0,0,1,142,1
3,24.0,1,0,15.85,0,0,0,1,0,0,0,1,143,1
3,19.0,0,0,6.75,0,0,1,0,0,1,1,0,144,0
2,18.0,0,0,11.5,0,0,1,0,0,1,0,1,145,0
2,19.0,1,1,36.75,0,0,1,0,0,1,0,1,146,0
3,27.0,0,0,7.7958,0,0,1,0,0,1,0,1,147,1
3,9.0,2,2,34.375,0,1,0,0,0,0,0,1,148,0
2,36.5,0,2,26.0,0,0,1,0,1,1,0,1,149,0
2,42.0,0,0,13.0,0,0,0,0,0,1,0,1,150,0
2,51.0,0,0,12.525,0,0,0,0,0,1,0,1,151,0
1,22.0,1,0,66.6,0,0,0,1,1,0,0,1,152,1
3,55.5,0,0,8.05,0,0,1,0,0,1,0,1,153,0
3,40.5,0,2,14.5,0,0,1,0,0,1,0,1,154,0
3,29.7,0,0,7.3125,0,0,1,0,0,1,0,1,155,0
1,51.0,0,1,61.3792,0,0,1,0,0,1,0,0,156,0
3,16.0,0,0,7.7333,0,1,0,0,0,0,1,0,157,1
3,30.0,0,0,8.05,0,0,1,0,0,1,0,1,158,0
3,25.2,0,0,8.6625,0,0,1,0,0,1,0,1,159,0
3,29.625,8,2,69.55,1,0,0,0,0,1,0,1,160,0
3,44.0,0,1,16.1,0,0,1,0,0,1,0,1,161,0
2,40.0,0,0,15.75,0,0,0,1,0,0,0,1,162,1
3,26.0,0,0,7.775,0,0,1,0,0,1,0,1,163,0
3,17.0,0,0,8.6625,0,0,1,0,0,1,0,1,164,0
3,1.0,4,1,39.6875,1,0,0,0,0,1,0,1,165,0
3,9.0,0,2,20.525,1,0,0,0,0,1,0,1,166,1
1,34.5,0,1,55.0,0,0,0,1,1,0,0,1,167,1
3,45.0,1,4,27.9,0,0,0,1,0,0,0,1,168,0
1,41.4,0,0,25.925,0,0,1,0,0,1,0,1,169,0
3,28.0,0,0,56.4958,0,0,1,0,0,1,0,1,170,0
1,61.0,0,0,33.5,0,0,1,0,1,1,0,1,171,0
3,4.0,4,1,29.125,1,0,0,0,0,1,1,0,172,0
3,1.0,1,1,11.1333,0,1,0,0,0,0,0,1,173,1
3,21.0,0,0,7.925,0,0,1,0,0,1,0,1,174,0
1,56.0,0,0,30.6958,0,0,1,0,1,1,0,0,175,0
3,18.0,1,1,7.8542,0,0,1,0,0,1,0,1,176,0
3,23.5,3,1,25.4667,1,0,0,0,0,1,0,1,177,0
1,50.0,0,0,28.7125,0,1,0,0,1,0,0,0,178,0
2,30.0,0,0,13.0,0,0,1,0,0,1,0,1,179,0
3,36.0,0,0,0.0,0,0,1,0,0,1,0,1,180,0
3,29.625,8,2,69.55,0,1,0,0,0,0,0,1,181,0
2,31.55,0,0,15.05,0,0,1,0,0,1,0,0,182,0
3,9.0,4,2,31.3875,1,0,0,0,0,1,0,1,183,0
2,1.0,2,1,39.0,1,0,0,0,1,1,0,1,184,1
3,4.0,0,2,22.025,0,1,0,0,0,0,0,1,185,1
1,41.5,0,0,50.0,0,0,1,0,1,1,0,1,186,0
3,28.775,1,0,15.5,0,0,0,1,0,0,1,0,187,1
1,45.0,0,0,26.55,0,0,1,0,0,1,0,1,188,1
3,40.0,1,1,15.5,0,0,1,0,0,1,1,0,189,0
3,36.0,0,0,7.8958,0,0,1,0,0,1,0,1,190,0
2,32.0,0,0,13.0,0,0,0,1,0,0,0,1,191,1
2,19.0,0,0,13.0,0,0,1,0,0,1,0,1,192,0
3,19.0,1,0,7.8542,0,1,0,0,0,0,0,1,193,1
2,3.0,1,1,26.0,1,0,0,0,1,1,0,1,194,1
1,44.0,0,0,27.7208,0,0,0,1,1,0,0,0,195,1
1,58.0,0,0,146.5208,0,1,0,0,1,0,0,0,196,1
3,31.55,0,0,7.75,0,0,1,0,0,1,1,0,197,0
3,42.0,0,1,8.4042,0,0,1,0,0,1,0,1,198,0
3,22.65,0,0,7.75,0,1,0,0,0,0,1,0,199,1
2,24.0,0,0,13.0,0,1,0,0,0,0,0,1,200,0
3,28.0,0,0,9.5,0,0,1,0,0,1,0,1,201,0
3,29.625,8,2,69.55,0,0,1,0,0,1,0,1,202,0
3,34.0,0,0,6.4958,0,0,1,0,0,1,0,1,203,0
3,45.5,0,0,7.225,0,0,1,0,0,1,0,0,204,0
3,18.0,0,0,8.05,0,0,1,0,0,1,0,1,205,1
3,2.0,0,1,10.4625,0,1,0,0,1,0,0,1,206,0
3,32.0,1,0,15.85,0,0,1,0,0,1,0,1,207,0
3,26.0,0,0,18.7875,0,0,1,0,0,1,0,0,208,1
3,16.0,0,0,7.75,0,1,0,0,0,0,1,0,209,1
1,40.0,0,0,31.0,0,0,1,0,1,1,0,0,210,1
3,24.0,0,0,7.05,0,0,1,0,0,1,0,1,211,0
2,35.0,0,0,21.0,0,1,0,0,0,0,0,1,212,1
3,22.0,0,0,7.25,0,0,1,0,0,1,0,1,213,0
2,30.0,0,0,13.0,0,0,1,0,0,1,0,1,214,0
3,31.425,1,0,7.75,0,0,1,0,0,1,1,0,215,0
1,31.0,1,0,113.275,0,1,0,0,1,0,0,0,216,1
3,27.0,0,0,7.925,0,1,0,0,0,0,0,1,217,1
2,42.0,1,0,27.0,0,0,1,0,0,1,0,1,218,0
1,32.0,0,0,76.2917,0,1,0,0,1,0,0,0,219,1
2,30.0,0,0,10.5,0,0,1,0,0,1,0,1,220,0
3,16.0,0,0,8.05,0,0,1,0,0,1,0,1,221,1
2,27.0,0,0,13.0,0,0,1,0,0,1,0,1,222,0
3,51.0,0,0,8.05,0,0,1,0,0,1,0,1,223,0
3,27.4,0,0,7.8958,0,0,1,0,0,1,0,1,224,0
1,38.0,1,0,90.0,0,0,1,0,1,1,0,1,225,1
3,22.0,0,0,9.35,0,0,1,0,0,1,0,1,226,0
2,19.0,0,0,10.5,0,0,1,0,0,1,0,1,227,1
3,20.5,0,0,7.25,0,0,1,0,0,1,0,1,228,0
2,18.0,0,0,13.0,0,0,1,0,0,1,0,1,229,0
3,22.5,3,1,25.4667,0,1,0,0,0,0,0,1,230,0
1,35.0,1,0,83.475,0,0,0,1,1,0,0,1,231,1
3,29.0,0,0,7.775,0,0,1,0,0,1,0,1,232,0
2,59.0,0,0,13.5,0,0,1,0,0,1,0,1,233,0
3,5.0,4,2,31.3875,0,1,0,0,0,0,0,1,234,1
2,24.0,0,0,10.5,0,0,1,0,0,1,0,1,235,0
3,23.8,0,0,7.55,0,1,0,0,0,0,0,1,236,0
2,44.0,1,0,26.0,0,0,1,0,0,1,0,1,237,0
2,8.0,0,2,26.25,0,1,0,0,0,0,0,1,238,1
2,19.0,0,0,10.5,0,0,1,0,0,1,0,1,239,0
2,33.0,0,0,12.275,0,0,1,0,0,1,0,1,240,0
3,24.025,1,0,14.4542,0,1,0,0,0,0,0,0,241,0
3,23.075,1,0,15.5,0,1,0,0,0,0,1,0,242,1
2,29.0,0,0,10.5,0,0,1,0,0,1,0,1,243,0
3,22.0,0,0,7.125,0,0,1,0,0,1,0,1,244,0
3,30.0,0,0,7.225,0,0,1,0,0,1,0,0,245,0
1,44.0,2,0,90.0,0,0,0,0,1,1,1,0,246,0
3,25.0,0,0,7.775,0,1,0,0,0,0,0,1,247,0
2,24.0,0,2,14.5,0,0,0,1,0,0,0,1,248,1
1,37.0,1,1,52.5542,0,0,1,0,1,1,0,1,249,1
2,54.0,1,0,26.0,0,0,0,0,0,1,0,1,250,0
3,30.45,0,0,7.25,0,0,1,0,0,1,0,1,251,0
3,29.0,1,1,10.4625,0,0,0,1,1,0,0,1,252,0
1,62.0,0,0,26.55,0,0,1,0,1,1,0,1,253,0
3,30.0,1,0,16.1,0,0,1,0,0,1,0,1,254,0
3,41.0,0,2,20.2125,0,0,0,1,0,0,0,1,255,0
3,29.0,0,2,15.2458,0,0,0,1,0,0,0,0,256,1
1,46.05,0,0,79.2,0,0,0,1,0,0,0,0,257,1
1,30.0,0,0,86.5,0,1,0,0,1,0,0,1,258,1
1,35.0,0,0,263.0,0,1,0,0,0,0,0,0,259,1
2,50.0,0,1,26.0,0,0,0,1,0,0,0,1,260,1
3,31.55,0,0,7.75,0,0,1,0,0,1,1,0,261,0
3,3.0,4,2,31.3875,1,0,0,0,0,1,0,1,262,1
1,52.0,1,1,79.65,0,0,1,0,1,1,0,1,263,0
1,40.0,0,0,0.0,0,0,1,0,1,1,0,1,264,0
3,22.65,0,0,7.75,0,1,0,0,0,0,1,0,265,0
2,36.0,0,0,10.5,0,0,1,0,0,1,0,1,266,0
3,16.0,4,1,39.6875,0,0,1,0,0,1,0,1,267,0
3,25.0,1,0,7.775,0,0,1,0,0,1,0,1,268,1
1,58.0,0,1,153.4625,0,0,0,1,1,0,0,1,269,1
1,35.0,0,0,135.6333,0,1,0,0,1,0,0,1,270,1
1,40.325,0,0,31.0,0,0,1,0,0,1,0,1,271,0
3,25.0,0,0,0.0,0,0,1,0,0,1,0,1,272,1
2,41.0,0,1,19.5,0,0,0,1,0,0,0,1,273,1
1,37.0,0,1,29.7,0,0,1,0,1,1,0,0,274,0
3,22.65,0,0,7.75,0,1,0,0,0,0,1,0,275,1
1,63.0,1,0,77.9583,0,1,0,0,1,0,0,1,276,1
3,45.0,0,0,7.75,0,1,0,0,0,0,0,1,277,0
2,32.975,0,0,0.0,0,0,1,0,0,1,0,1,278,0
3,7.0,4,1,29.125,1,0,0,0,0,1,1,0,279,0
3,35.0,1,1,20.25,0,0,0,1,0,0,0,1,280,1
3,65.0,0,0,7.75,0,0,1,0,0,1,1,0,281,0
3,28.0,0,0,7.8542,0,0,1,0,0,1,0,1,282,0
3,16.0,0,0,9.5,0,0,1,0,0,1,0,1,283,0
3,19.0,0,0,8.05,0,0,1,0,0,1,0,1,284,1
1,46.2,0,0,26.0,0,0,1,0,1,1,0,1,285,0
3,33.0,0,0,8.6625,0,0,1,0,0,1,0,0,286,0
3,30.0,0,0,9.5,0,0,1,0,0,1,0,1,287,1
3,22.0,0,0,7.8958,0,0,1,0,0,1,0,1,288,0
2,42.0,0,0,13.0,0,0,1,0,0,1,0,1,289,1
3,22.0,0,0,7.75,0,1,0,0,0,0,1,0,290,1
1,26.0,0,0,78.85,0,1,0,0,0,0,0,1,291,1
1,19.0,1,0,91.0792,0,0,0,1,1,0,0,0,292,1
2,36.0,0,0,12.875,0,0,1,0,1,1,0,0,293,0
3,24.0,0,0,8.85,0,1,0,0,0,0,0,1,294,0
3,24.0,0,0,7.8958,0,0,1,0,0,1,0,1,295,0
1,43.1,0,0,27.7208,0,0,1,0,0,1,0,0,296,0
3,23.5,0,0,7.2292,0,0,1,0,0,1,0,0,297,0
1,2.0,1,2,151.55,0,1,0,0,1,0,0,1,298,0
1,41.55,0,0,30.5,0,0,1,0,1,1,0,1,299,1
1,50.0,0,1,247.5208,0,0,0,1,1,0,0,0,300,1
3,22.65,0,0,7.75,0,1,0,0,0,0,1,0,301,1
3,27.1,2,0,23.25,0,0,1,0,0,1,1,0,302,1
3,19.0,0,0,0.0,0,0,1,0,0,1,0,1,303,0
2,31.525,0,0,12.35,0,1,0,0,1,0,1,0,304,1
3,29.1,0,0,8.05,0,0,1,0,0,1,0,1,305,0
1,0.92,1,2,151.55,1,0,0,0,1,1,0,1,306,1
1,33.8,0,0,110.8833,0,1,0,0,0,0,0,0,307,1
1,17.0,1,0,108.9,0,0,0,1,1,0,0,0,308,1
2,30.0,1,0,24.0,0,0,1,0,0,1,0,0,309,0
1,30.0,0,0,56.9292,0,1,0,0,1,0,0,0,310,1
1,24.0,0,0,83.1583,0,1,0,0,1,0,0,0,311,1
1,18.0,2,2,262.375,0,1,0,0,1,0,0,0,312,1
2,26.0,1,1,26.0,0,0,0,1,0,0,0,1,313,0
3,28.0,0,0,7.8958,0,0,1,0,0,1,0,1,314,0
2,43.0,1,1,26.25,0,0,1,0,0,1,0,1,315,0
3,26.0,0,0,7.8542,0,1,0,0,0,0,0,1,316,1
2,24.0,1,0,26.0,0,0,0,1,0,0,0,1,317,1
2,54.0,0,0,14.0,0,0,0,0,0,1,0,1,318,0
1,31.0,0,2,164.8667,0,1,0,0,1,0,0,1,319,1
1,40.0,1,1,134.5,0,0,0,1,1,0,0,0,320,1
3,22.0,0,0,7.25,0,0,1,0,0,1,0,1,321,0
3,27.0,0,0,7.8958,0,0,1,0,0,1,0,1,322,0
2,30.0,0,0,12.35,0,1,0,0,0,0,1,0,323,1
2,22.0,1,1,29.0,0,0,0,1,0,0,0,1,324,1
3,29.625,8,2,69.55,0,0,1,0,0,1,0,1,325,0
1,36.0,0,0,135.6333,0,1,0,0,1,0,0,0,326,1
3,61.0,0,0,6.2375,0,0,1,0,0,1,0,1,327,0
2,36.0,0,0,13.0,0,0,0,1,1,0,0,1,328,1
3,31.0,1,1,20.525,0,0,0,1,0,0,0,1,329,1
1,16.0,0,1,57.9792,0,1,0,0,1,0,0,0,330,1
3,22.5,2,0,23.25,0,1,0,0,0,0,1,0,331,1
1,45.5,0,0,28.5,0,0,1,0,1,1,0,1,332,0
1,38.0,0,1,153.4625,0,0,1,0,1,1,0,1,333,0
3,16.0,2,0,18.0,0,0,1,0,0,1,0,1,334,0
1,34.05,1,0,133.65,0,0,0,1,0,0,0,1,335,1
3,27.4,0,0,7.8958,0,0,1,0,0,1,0,1,336,0
1,29.0,1,0,66.6,0,0,1,0,1,1,0,1,337,0
1,41.0,0,0,134.5,0,1,0,0,1,0,0,0,338,1
3,45.0,0,0,8.05,0,0,1,0,0,1,0,1,339,1
1,45.0,0,0,35.5,0,0,1,0,1,1,0,1,340,0
2,2.0,1,1,26.0,1,0,0,0,1,1,0,1,341,1
1,24.0,3,2,263.0,0,1,0,0,1,0,0,1,342,1
2,28.0,0,0,13.0,0,0,1,0,0,1,0,1,343,0
2,25.0,0,0,13.0,0,0,1,0,0,1,0,1,344,0
2,36.0,0,0,13.0,0,0,1,0,0,1,0,1,345,0
2,24.0,0,0,13.0,0,1,0,0,1,0,0,1,346,1
2,40.0,0,0,13.0,0,1,0,0,0,0,0,1,347,1
3,30.75,1,0,16.1,0,0,0,1,0,0,0,1,348,1
3,3.0,1,1,15.9,1,0,0,0,0,1,0,1,349,1
3,42.0,0,0,8.6625,0,0,1,0,0,1,0,1,350,0
3,23.0,0,0,9.225,0,0,1,0,0,1,0,1,351,0
1,34.75,0,0,35.0,0,0,1,0,1,1,0,1,352,0
3,15.0,1,1,7.2292,0,0,1,0,0,1,0,0,353,0
3,25.0,1,0,17.8,0,0,1,0,0,1,0,1,354,0
3,27.05,0,0,7.225,0,0,1,0,0,1,0,0,355,0
3,28.0,0,0,9.5,0,0,1,0,0,1,0,1,356,0
1,22.0,0,1,55.0,0,1,0,0,1,0,0,1,357,1
2,38.0,0,0,13.0,0,1,0,0,0,0,0,1,358,0
3,22.65,0,0,7.8792,0,1,0,0,0,0,1,0,359,1
3,22.65,0,0,7.8792,0,1,0,0,0,0,1,0,360,1
3,40.0,1,4,27.9,0,0,1,0,0,1,0,1,361,0
2,29.0,1,0,27.7208,0,0,1,0,0,1,0,0,362,0
3,45.0,0,1,14.4542,0,0,0,1,0,0,0,0,363,0
3,35.0,0,0,7.05,0,0,1,0,0,1,0,1,364,0
3,28.45,1,0,15.5,0,0,1,0,0,1,1,0,365,0
3,30.0,0,0,7.25,0,0,1,0,0,1,0,1,366,0
1,60.0,1,0,75.25,0,0,0,1,1,0,0,0,367,1
3,27.85,0,0,7.2292,0,0,0,1,0,0,0,0,368,1
3,22.65,0,0,7.75,0,1,0,0,0,0,1,0,369,1
1,24.0,0,0,69.3,0,0,0,0,1,0,0,0,370,1
1,25.0,1,0,55.4417,0,0,1,0,1,1,0,0,371,1
3,18.0,1,0,6.4958,0,0,1,0,0,1,0,1,372,0
3,19.0,0,0,8.05,0,0,1,0,0,1,0,1,373,0
1,22.0,0,0,135.6333,0,0,1,0,0,1,0,0,374,0
3,3.0,3,1,21.075,0,1,0,0,0,0,0,1,375,0
1,39.7,1,0,82.1708,0,0,0,1,0,0,0,0,376,1
3,22.0,0,0,7.25,0,1,0,0,0,0,0,1,377,1
1,27.0,0,2,211.5,0,0,1,0,1,1,0,0,378,0
3,20.0,0,0,4.0125,0,0,1,0,0,1,0,0,379,0
3,19.0,0,0,7.775,0,0,1,0,0,1,0,1,380,0
1,42.0,0,0,227.525,0,1,0,0,0,0,0,0,381,1
3,1.0,0,2,15.7417,0,1,0,0,0,0,0,0,382,1
3,32.0,0,0,7.925,0,0,1,0,0,1,0,1,383,0
1,35.0,1,0,52.0,0,0,0,1,0,0,0,1,384,1
3,27.4,0,0,7.8958,0,0,1,0,0,1,0,1,385,0
2,18.0,0,0,73.5,0,0,1,0,0,1,0,1,386,0
3,1.0,5,2,46.9,1,0,0,0,0,1,0,1,387,0
2,36.0,0,0,13.0,0,1,0,0,0,0,0,1,388,1
3,31.725,0,0,7.7292,0,0,1,0,0,1,1,0,389,0
2,17.0,0,0,12.0,0,1,0,0,0,0,0,0,390,1
1,36.0,1,2,120.0,0,0,1,0,1,1,0,1,391,1
3,21.0,0,0,7.7958,0,0,1,0,0,1,0,1,392,1
3,28.0,2,0,7.925,0,0,1,0,0,1,0,1,393,0
1,23.0,1,0,113.275,0,1,0,0,1,0,0,0,394,1
3,24.0,0,2,16.7,0,0,0,1,1,0,0,1,395,1
3,22.0,0,0,7.7958,0,0,1,0,0,1,0,1,396,0
3,31.0,0,0,7.8542,0,1,0,0,0,0,0,1,397,0
2,46.0,0,0,26.0,0,0,1,0,0,1,0,1,398,0
2,23.0,0,0,10.5,0,0,0,0,0,1,0,1,399,0
2,28.0,0,0,12.65,0,0,0,1,0,0,0,1,400,1
3,39.0,0,0,7.925,0,0,1,0,0,1,0,1,401,1
3,26.0,0,0,8.05,0,0,1,0,0,1,0,1,402,0
